post_id,title,link,content
25648502,今日全国碳市场收盘价64.97元/吨，较前一日下跌0.03%,https://news.moomoo.com/post/25648502,今日全国碳市场碳排放配额（CEA）挂牌协议交易成交量32380吨，成交额2103800.00元，开盘价65.00元/吨，最高价65.00元/吨，最低价64.00元/吨，收盘价64.97元/吨，收盘价较前一日下跌0.03%。今日无大宗协议交易。今日全国碳排放配额（CEA）总成交量32380吨，总成交额2103800.00元。（全国碳交易）
25648629,兴民智通：持股5%以上股东通过大宗交易减持公司股份超过1%,https://news.moomoo.com/post/25648629,2023年8月2日，兴民智通(002355.SZ)发布关于持股5%以上股东通过大宗交易减持公司股份超过1%的公告。兴民智通（集团）股份有限公司（以下简称“公司”）于近日收到平安证券股份有限公司的《通知函》，公司第一大股东四川盛邦创恒企业管理有限责任公司（以下简称“四川盛邦”）于2023年7月31日、2023年8月1日通过深圳证券交易所大宗交易系统减持的其持有的本公司股份分别为1470万股（占公司总股本的2.3688%）、1530万股（占公司总股本的2.4655%），合计占公司总股本的4.8343%。四川盛邦本次减持为法院裁定强制卖出（详见公司于2023年8月1日在巨潮资讯网披露的《关于公司持股5%以上股东将被强制卖出部分股份的风险提示性公告》公告编号：2023-066）。四川盛邦2023年7月31日减持的1470万股股票的具体情况，请见公司2023年8月1日在巨潮资讯网披露的《关于持股5%以上股东通过大宗交易减持公司股份超过1%的公告》。 本条资讯由AI生成，内容与数据仅供参考，不构成投资建议。 
25648489,港股异动丨粤丰环保逆势大涨逾8% 续约28.18亿港元合同,https://news.moomoo.com/post/25648489,格隆汇8月2日丨粤丰环保(1381.HK)逆势拉升涨约8%，报4.55港元创9个月新高，成交额明显放大至6803万港元，总市值111亿港元。消息上，日前，公司获授价值28.18亿港元北大屿山废物转运站及离岛废物转运设施第二期延续合约。此外，在6月低旗下粤丰粤展预中标32.56亿河北曲阳县环卫项目。
25648576,Huaxia Bank (600015.SH) completes issuance of 15 billion yuan of financial bonds,https://news.moomoo.com/post/25648576,智通财经APP讯，华夏银行(600015.SH)发布公告，经中国人民银行《准予行政许可决定书》(银许准予决字〔2023〕第32号)批准，近日，公司在全国银行间债券市场成功发行“华夏银行股份有限公司2023年金融债券(第三期)”，并在银行间市场清算所股份有限公司完成债券的登记、托管。本期债券于2023年7月28日簿记建档，并于8月1日发行完毕。本期债券发行规模为人民币150亿元，为3年期固定利率债券，票面利率为2.60%，募集资金将依据适用法律和监管部门的批准，用于满足公司资产负债配置需要，充实资金来源，优化负债期限结构，促进业务的稳健发展。
25648823,Butchang Pharmaceutical (603858.SH) 2022 equity distribution: 0.96 yuan per share equity registration on August 9,https://news.moomoo.com/post/25648823,智通财经APP讯，步长制药(603858.SH)发布公告，公司2022年年度权益分派方案为：以方案实施前的公司总股本为基数，每股派发现金红利0.96元(含税)，股权登记日为2023年8月9日，除权(息)日为2023年8月10日。
25648824,"Zhao Dongmei, a specific shareholder of Hitec (301022.SZ) breaches promises to reduce her holdings by 622,500 shares",https://news.moomoo.com/post/25648824,智通财经APP讯，海泰科(301022.SZ)公告，公司特定股东赵冬梅存在违反承诺减持股份的情形，其于2023年7月12日、2023年8月1日合计减持公司股份62.25万股。赵冬梅本次减持未遵守提前3个交易日通过公司发出相关公告的承诺。根据公告，股东赵冬梅本次违反承诺减持的原因如下：赵冬梅在公司首次公开发行股份前持股比例为5.8766%，公司首次公开发行股份后，赵冬梅持股比例为4.4074%。截至本次减持前，赵冬梅未减持过公司股票，因其对减持规则及承诺理解有偏差，误以为持股比例在5%以下时，无须进行减持预披露，致其在未提前3个交易日告知公司并进行公告的情况下实施了减持。
25648469,伊藤忠商事（ITOCHU）提议以每股4325日元的价格收购伊藤忠技术（ITOCHU TECHNO）。,https://news.moomoo.com/post/25648469,伊藤忠商事（ITOCHU）提议以每股4325日元的价格收购伊藤忠技术（ITOCHU TECHNO）。
25648850,大禹节水联合碧水源共设新公司，注册资本2.72亿,https://news.moomoo.com/post/25648850,企查查APP显示，近日，玉门碧禹泓盛水务有限公司成立，法定代表人为李阳，注册资本2.72亿元人民币，经营范围包含：环境保护监测；水环境污染防治服务；水质污染物监测及检测仪器仪表制造；土壤污染治理与修复服务等。企查查股权穿透显示，该公司由碧水源（300070）、大禹节水（300021）等共同持股。  
25648368,印度一高速路施工现场 起重机坍塌 致至少20人死亡,https://news.moomoo.com/post/25648368,据印媒8月2日报道，印度马哈拉施特拉邦一处高速公路施工现场发生起重机倒塌事故，造成至少20人死亡，还有多人被困，救援行动仍在进行中。据了解，这台起重机用于安装高速公路和高速铁路桥的预制箱梁。（参考消息）
25648363,安达维尔：拟设立全资子公司,https://news.moomoo.com/post/25648363,安达维尔公告，公司拟使用自有资金投资设立全资子公司“天津安达维尔航空技术有限公司”，注册资本为人民币5000万元，公司持有天津安达维尔航空技术有限公司100%股权。
25648343,上海国际能源交易中心将于8月6日和8月12日开展两次SCFIS欧线（上海出口集装箱结算运价指数欧洲航线）期货的全市场生产系统演练。,https://news.moomoo.com/post/25648343,上海国际能源交易中心将于8月6日和8月12日开展两次SCFIS欧线（上海出口集装箱结算运价指数欧洲航线）期货的全市场生产系统演练。
25648829,Guotai Junan: Research and development progress of superconducting materials exceeds expectations and is optimistic about the high-temperature superconductor industry chain with accelerated commercialization,https://news.moomoo.com/post/25648829,智通财经APP获悉，国泰君安发布研究报称，室温超导体实验室进度加速，超导材料性能优势显著具备巨大应用潜力，看好国内高温超导产业链投资机会。目前超导体的制取对环境温度和压力的要求极高，室温超导体的研发具有理论可行性但操作难度大，从韩国研究团队和网传的其他实验情况看，可能仅验证了材料的抗磁性特征，并没有充分验证材料的零电阻特性，因此对室温超导材料的研究和商业化进程应保持理性客观的态度，密切跟踪后续实验验证情况。事件：1)7月22日韩国研究团队发布论文称成功发现首个室温常压超导体LK-99;2)8月1日美国国家实验室通过计算，证实LK-99理论上的确存在超导性。LK-99是通过改良一种铅-磷灰石结构，用铜离子取代铅离子产生应力，从而可以在常压下于约127℃(Tc≥400k)以下表现出超导性。3月美国Dias超导事件后，超导产业再迎催化。国泰君安主要观点如下：超导材料具备显著性能优势，但室温超导仍处于实验室研发阶段。超导体可以在特温度以下呈现零电阻特性，且不产生焦耳热，可应用于大规模集成电路;超导体可以避免电势下降和能量衰减，能承载较大电流且无损耗，可以解决电力的远距离传输问题;超导体完全抗磁性的特性使其能显著提升磁悬浮列车的高速性能;超导材料的突破有望推动可控核聚变技术的进度。目前超导体的制取对环境温度和压力的要求极高，室温超导体的研发具有理论可行性但操作难度大，从韩国研究团队和网传的其他实验情况看，可能仅验证了材料的抗磁性特征，并没有充分验证材料的零电阻特性，因此对室温超导材料的研究和商业化进程应保持理性客观的态度，密切跟踪后续实验验证情况。超导材料应用潜力巨大，高温超导材料商业化进程有望加速。超导材料在核磁共振、电力传输、高速磁浮交通和可控核聚变等领域存在巨大应用优势，当前主要通过超低温和超高压路径制取，常温超导材料的突破将显著释放应用潜力。全球超导材料应用中低温超导材料占90%以上，高温超导材料处于产业化早期但预计2030年占比将提升至25%。我国高温超导领域应用加速，2021年12月全球首条35千伏公里级超导电缆示范工程投运，核心技术全国产化;2023年3月中车长客国内首套高温超导电动悬浮全要素试验系统运行，高速磁浮交通技术加速落地;2023年4月世界首台兆瓦级高温超导感应加热装置投运，实现超导材料在金属热加工领域颠覆性替代。高端新材料是科技自主的重要环节，超导材料是重点攻坚方向。我国在超导材料研究领域已经走在全球前列，2006年国家“863”计划“超导材料与技术专项”在电力应用、强磁体应用以及弱电应用等方面全面开展研发;《“十三五”国家战略性新兴产业发展规划》提出积极开发新型超导材料，参与国际热核聚变实验堆计划;2017年1月《新材料产业发展指南》明确了我国超导材料重点发力方向和增量市场来源;2021年12月《“十四五”原材料工业发展规划》提出发展超导材料前瞻布局行动，强化应用领域的支持和引导，明确了超导材料在现代产业中的定位。超导材料享受政策红利具备强劲产业势能。投资建议：超导材料研发进度超预期，看好商业化加速的高温超导产业链。1)高温超导电缆较常规电缆可提高3-5倍容量并降低60%损耗，看好电缆材料及检测公司。受益：精达股份(600577.SH)、国缆检测(301289.SZ)、中孚实业(600595.SH)、创新新材(600361.SH)等;2)高温超导设备公司。受益：联创光电(600363.SH);3)改性铅磷灰石相关材料公司。受益：驰宏锌锗(600497.SH)、中金岭南(000060.SZ)等。风险提示：室温超导材料研发进度低于预期。
25648578,Aier Ophthalmology (300015.SZ) bought back a total of 17.7645 million shares of the company at a cost of 340 million yuan,https://news.moomoo.com/post/25648578,智通财经APP讯，爱尔眼科(300015.SZ)公告，截至2023年7月31日，公司通过股份回购专用证券账户以集中竞价交易方式回购公司股份1706.45万股，占公司总股本的比例为0.18%，最高成交价为20.42元/股，最低成交价为17.75元/股，成交总金额为3.40亿元(不含交易费用)。
25648269,以色列智能机器人中心联合主席Yosi Lahad：人工智能给机器人插上翅膀，现在担心人工智能取代人类过虑了,https://news.moomoo.com/post/25648269,Yosi Lahad表示，人工智能给机器人插上了翅膀，这是毫无疑问的。未来，人工智能和机器人技术结合，来自不同传感器和数据源的数据融合，将会提高对世界的理解，关键是将物理机器人与理解环境、推理、思考的能力相结合。 从更长的时间维度看，如果人工智能最终能够实现超级智能，比人类更聪明，人类会不会被取代？Lahad强调，现在就担心人工智能取代人类过虑了，人类有很多层次的感知和理解，有些事情是无意识地理解的，人工智能在很多事情上还远远不能理解世界模型。（21财经）
25648240,珀莱雅：预计上半年净利润同比增长65%左右,https://news.moomoo.com/post/25648240,珀莱雅公告，经初步核算，2023年1至6月，公司实现营业总收入为35.45亿元左右，同比增长35%左右；实现归属于上市公司股东的净利润4.9亿元左右，同比增长65%左右。
25648210,阿石创：目前公司复合铜箔项目尚处于设备调试阶段,https://news.moomoo.com/post/25648210,目前公司复合铜箔项目尚处于设备调试阶段，该项目的后续产业规划情况还请关注公司在法定披露媒体披露的相关信息。
25648300,"Longyao Investment, a shareholder of Tengjing Technology (688195.SH), reduced its holdings by a total of 2,459 million shares at the end of the holdings reduction period",https://news.moomoo.com/post/25648300,智通财经APP讯，腾景科技(688195.SH)公告，公司股东龙耀投资减持时间区间届满，合计减持公司股份245.9万股，减持比例约1.901%。
25648205,马斯克称“X”有望成为美国人日常用语一部分,https://news.moomoo.com/post/25648205,马斯克称，如果他将推特改造成为一个无所不包的“万能应用”的努力获得成功，那么X就有望融入美国人生活的方方面面，成为人们日常用语的一部分。Salesforce联合创始人兼CEO马克·贝尼奥夫询问：“我们现在该怎么说？‘你看到那条推特了吗？我发推了!’还是‘你看到那个X了吗？我X了!’”一位用户回应称：“X不再只是发推特了……它正在向支付、流媒体视频、即时通讯等领域发展，这是一场全新的游戏。”马斯克加入了这场互动，他写道：“完全正确。如果成功，X将以我们还不知道的方式融入口语中。‘在X上看到’，‘在X上发布’，‘在X上付款’，‘喝醉了给X女友发短信’，等等。”（环球市场播报）
25648581,新湖中宝(600208.SH)：“21新湖01”付息日为8月9日,https://news.moomoo.com/post/25648581,"久期财经讯，8月2日，新湖中宝股份有限公司(简称“新湖中宝”，600208.SH)发布关于2021年公开发行公司债券(第一期)2023年第二次付息公告。“21新湖01”将于2023年8月9日支付2023年2月9日至2023年8月8日期间的利息。本期债券票面利率(计息年利率)为7.60%，每手本期债券面值为1,000元，派发利息为38.00元(含税)。债权登记日为2023年8月8日，截至该日收市后，本期债券投资者对托管账户所记载的债券余额享有本年度利息。本公司将与中国证券登记结算上海分公司签订委托代理债券兑付、兑息协议，委托中国证券登记结算上海分公司进行债券兑付、兑息。如本公司未按时足额将债券兑付、兑息资金划入中国证券登记结算上海分公司指定的银行账户，则中国证券登记结算上海分公司将根据协议终止委托代理债券兑付、兑息服务，后续兑付、兑息工作由本公司自行负责办理，相关实施事宜以本公司的公告为准。公司将在本期债券付息日2个交易日前将本期债券的利息足额划付至中国证券登记结算上海分公司指定的银行账户。中国证券登记结算上海分公司在收到款项后，通过资金结算系统将债券利息划付给相应的兑付机构(证券公司或中证登上海分公司认可的其他机构)，投资者于兑付机构领取债券利息。"
25648199,交易商：印度7月份食用油进口量增长34%，达到创纪录的176万吨。,https://news.moomoo.com/post/25648199,交易商：印度7月份食用油进口量增长34%，达到创纪录的176万吨。
25648193,同兴达：目前昆山同兴达封测项目已处于小规模量产期,https://news.moomoo.com/post/25648193,目前公司昆山同兴达封测项目已处于小规模量产期，同时也在积极开展相关先进封测技术的研究及储备。
25648834,Huaxi Securities: Panel prices continue to rise and are currently at a key decision point,https://news.moomoo.com/post/25648834,智通财经APP获悉，华西证券发布研究报告称，TV面板价格短期仍将持续反弹，重点关注TV面板及大尺寸产能占比大的厂商的投资机会，相关受益标的TCL科技(000100.SZ)(收购TCL中环、面板价值被严重低估)以及京东方(000725.SZ)等。另外随着TV面板需求改善持续关注面板产业链上游偏光片、驱动IC、液晶材料、LED背光等产业链。长期看中国大陆头部厂商有望持续受益。▍华西证券主要观点如下：(一) 面板价格持续上涨，目前处于关键抉择点TV面板价格持续走高，65/75寸TV面板价格单月增长8美元。未来面板价格走势与短期供给端稼动率调整和中期海外促销季需求直接相关。(二)供需分析下游需求同比增速放缓，提前备货;价格持续上涨推动整机厂提前备货，面板厂盈利情况开始分化。在全球货币紧缩大背景下，需求端弱复苏态势将持续一段时间，但受价格持续上涨的趋势影响，品牌厂开始为下半年促销季提前备货，一定程度延续需求抬升趋势。当前时点，供给端的变化是影响价格走势的短期关键因素，主要是面板厂的稼动率调整和不同盈亏平衡线分化带来的面板厂之间的博弈。中期来看，从下游加速备货大背景下，整体供给端预计仍相对稳定控产，而下半年的海外促销季实际需求情况成为价格走势的更大权衡指标。从不同尺寸来看，大尺寸面板价格增长动能高于中小尺寸。(三)长期趋势：腰部厂商转为新长尾，大尺寸增长趋势持续伴随面板产能逐渐向中国大陆和头部聚集，新长尾厂商正面临再次断尾风险，企业生存欲望最为强烈，在当前需求基本面基本成型情况下，或将面临产品转型IT、寻求新场景需求或接受收并购等。此外，大尺寸化趋势持续。根据洛图科技数据，全球液晶电视面板平均尺寸由2022年的46.1英寸增加至2023H1的47.9英寸，其中中国整机市场平均尺寸已突破60英寸。大尺寸化趋势推动对整体面板出货面积推动显著。根据洛图科技数据，尽管2023H1全球大尺寸面板出货116.4M片，同比下降8.6%，出货面积仅同比微降0.6%。TV面板价格短期仍将持续反弹，重点关注TV面板及大尺寸产能占比大的厂商的投资机会，相关受益标的TCL科技(收购TCL中环、面板价值被严重低估)以及京东方等。另外随着TV面板需求改善持续关注面板产业链上游偏光片、驱动IC、液晶材料、LED背光等产业链。长期看中国大陆头部厂商有望持续受益。风险提示：面板需求不及预期;供给控产不及预期;上下游成本控制不及预期;系统性风险。
25648142,美银证券：上调药明康德目标价至87.4港元，评级买入。,https://news.moomoo.com/post/25648142,美银证券：上调药明康德目标价至87.4港元，评级买入。
25648601,群隆与伊之密签订全电动注塑机战略合作协议,https://news.moomoo.com/post/25648601,证券时报e公司讯，伊之密消息，7月31日，汕头市澄海区群隆塑胶制品有限公司与伊之密股份有限公司签订全电动注塑机战略合作签约仪式。双方将共同发展、提升创新技术和先进设备应用于玩具积木注塑领域的产品工艺、设备水平、生产扩能等，为消费者提供安全环保的产品与服务。
25648590,力星股份：公司主要专注于滚动体制造业，我们将着力于新能源汽车带来的滚动体应用开发,https://news.moomoo.com/post/25648590,力星股份(300421)08月02日在投资者关系平台上答复了投资者关心的问题。投资者：目前公司有没有陶瓷球产品送样机器人测试的？力星股份董秘：您好，公司主要专注于滚动体制造业，人工智能带来的生态发展充满期待，我们将着力于人工智能带来的滚动体应用开发，感谢您对公司的关注！投资者：请问：新能源汽车产品，在蔚，小，理，汽车上应用占比是多少？力星股份董秘：您好，公司主要专注于滚动体制造业，我们将着力于新能源汽车带来的滚动体应用开发，感谢您对公司的关注！投资者：请问贵公司的作为国内外新能源汽车厂商的二级供应商，是否和特斯拉，蔚来，小鹏，理想等品牌均有长期稳定的业务合作关系？谢谢！力星股份董秘：您好，公司主要专注于滚动体制造业，我们将着力于新能源汽车带来的滚动体应用开发，感谢您对公司的关注！投资者：比亚迪有没有在和公司一起研发新能源车用陶瓷轴承？力星股份董秘：您好，公司主要专注于滚动体制造业，我们将着力于新能源汽车带来的滚动体应用开发，感谢您对公司的关注！投资者：您好，贵司莫名取消定增不搞，又要来发转债，真的是定增没人愿意认购吗。既然这么缺钱，为什么不向原股东配股呢？力星股份董秘：您好，公司本次募集资金投资项目符合国家相关产业政策、公司所处行业发展趋势以及公司的战略发展规划，具有良好的市场前景和经济效益，有利于增强公司的竞争力和可持续发展能力，感谢您对公司的关注！投资者：公司产品能否配套无刷空心杯电机产品？力星股份董秘：您好，公司轴承钢球广泛应用于机动车制造领域、精密机床、轻工家电、风力发电、工程机械、航空设备以及其他通用机械设备制造领域中所需的各类轴承中。感谢您对公司的关注！投资者：请问贵公司的产品是否具有在医疗器械设备上的应用场景，例如我国刚实现技术突破并将进入量产的核磁共振仪这类大型高端医疗设备，以及其他精密医疗器械中？谢谢力星股份董秘：您好，公司轴承钢球广泛应用于机动车制造领域、精密机床、轻工家电、风力发电、工程机械、航空设备以及其他通用机械设备制造领域中所需的各类轴承中。感谢您对公司的关注！投资者：贵公司三月的时候定增取消，相关项目如何推进，资金如何解决？此次拟发行可转债投资新项目，是否说明贵公司产能不足？力星股份董秘：您好，公司本次募集资金投资项目符合国家相关产业政策、公司所处行业发展趋势以及公司的战略发展规划，具有良好的市场前景和经济效益，有利于增强公司的竞争力和可持续发展能力，感谢您对公司的关注！投资者：请问：7月31日公司最新股东人数是多少？谢谢！力星股份董秘：您好，截至2023年7月31日，公司股东人数为18073，感谢您对公司的关注！力星股份2023一季报显示，公司主营收入2.34亿元，同比上升1.09%；归母净利润1681.16万元，同比上升37.52%；扣非净利润1409.85万元，同比上升31.67%；负债率26.48%，财务费用147.0万元，毛利率17.3%。该股最近90天内共有1家机构给出评级，买入评级1家。根据近五年财报数据，证券之星估值分析工具显示，力星股份（300421）行业内竞争力的护城河较差，盈利能力较差，营收成长性一般。财务可能有隐忧，须重点关注的财务指标包括：货币资金/总资产率、应收账款/利润率。该股好公司指标1.5星，好价格指标3星，综合指标2星。（指标仅供参考，指标范围：0 ~ 5星，最高5星）力星股份（300421）主营业务：精密轴承滚动体的研发、生产和销售。以上内容由证券之星根据公开信息整理，由算法生成，与本站立场无关。证券之星力求但不保证该信息（包括但不限于文字、视频、音频、数据及图表）全部或者部分内容的的准确性、完整性、有效性、及时性等，如存在问题请联系我们。本文为数据整理，不对您构成任何投资建议，投资有风险，请谨慎决策。
25648569,*中金降信義能源(03868.HK)評級至「中性」 目標價下調至2.09元,https://news.moomoo.com/post/25648569,*中金降信義能源(03868.HK)評級至「中性」 目標價下調至2.09元
25648592,深天马Ａ：公司产品的相关原材料供货一直保持良好状态,https://news.moomoo.com/post/25648592,深天马Ａ(000050)08月02日在投资者关系平台上答复了投资者关心的问题。投资者：板原材料之一TAC光学膜国内除了乐凯光电仅有的800万平方米产能外，全部依奈进口。根据以往美欧日等西方世界，动不动就挥舞制裁大棒，对我国实行进口管制。请问，TAC等原材料是否存在被卡脖子风险？建议公司与国内相关企业加强技术合作，早日实现TAC等原材料国产替代，供应链安全可控深天马Ａ董秘：您好，感谢您对天马公司的关注。公司产品的相关原材料供货一直保持良好状态。供应链安全建设是公司高度重视的方面，公司已与全球数千家供应商建立了友好的合作关系，保持并寻求长期的深度协同，也一直支持并鼓励国内材料、设备供应商的协同发展，相关原材料也有与国内企业进行接触、探讨。公司会不断推进供应链的本地化、多元化采购，持续强化供应链的韧性。投资者：武汉天马TM17月产能37.5K，模组产量月300万片，已处比较饱满状态。厦门天马TM18月产能48K，预计满产模组月产量650万片。请问：一、为什么TM18投片产能和模组产量，相较于TM17投片产能和模组产量，并不成比例？二、TM17是否为全LTPS产线，实际产能是多少？三、TM18安排的LTPO产能是多少，LTPS产能又是多少？深天马Ａ董秘：您好，感谢您对天马公司的关注。不同产线会有不同的产品组合，存在产品尺寸的差异化。目前，TM17 以手机显示产品为主，还有部分产能在向车载等新产品线布局。现在产线背板技术主要是LTPS，同时，目前也有规划少量HTD产能。TM18第一阶段产线正在爬坡，基于产线爬坡节奏，目标年内会形成HTD产品量产能力，目前已有品牌客户项目推进中。HTD产能可以进行最大化配置，具体将根据市场和客户需求持续提升。深天马A2023一季报显示，公司主营收入77.08亿元，同比下降11.15%；归母净利润-6.62亿元，同比下降937.5%；扣非净利润-9.17亿元，同比下降671.82%；负债率63.18%，投资收益-4871.01万元，财务费用2.09亿元，毛利率5.95%。该股最近90天内无机构评级。近3个月融资净流出6963.89万，融资余额减少；融券净流出1490.44万，融券余额减少。根据近五年财报数据，证券之星估值分析工具显示，深天马Ａ（000050）行业内竞争力的护城河良好，盈利能力较差，营收成长性一般。财务可能有隐忧，须重点关注的财务指标包括：有息资产负债率、应收账款/利润率、应收账款/利润率近3年增幅。该股好公司指标0.5星，好价格指标2星，综合指标1星。（指标仅供参考，指标范围：0 ~ 5星，最高5星）深天马Ａ（000050）主营业务：显示面板及显示模组的研发、设计、生产和销售。以上内容由证券之星根据公开信息整理，由算法生成，与本站立场无关。证券之星力求但不保证该信息（包括但不限于文字、视频、音频、数据及图表）全部或者部分内容的的准确性、完整性、有效性、及时性等，如存在问题请联系我们。本文为数据整理，不对您构成任何投资建议，投资有风险，请谨慎决策。
25648327,洛阳钼业连续三年入选河南省制造业头雁企业,https://news.moomoo.com/post/25648327,证券时报e公司讯，洛阳钼业消息，近日，河南省工信厅公示了2023年河南省制造业头雁企业名单，洛钼再次入选。自2021年入选头雁企业后，洛阳钼业连续三年蝉联这一荣誉称号。
